horse_name,horse_url,country_of_origin,age,color,sex,import_type,season_stakes,total_stakes,no_123_starts,no_starts_in_10,stable_loc,trainer,owner,current_rating,sos_rating,sire,dam,dam_sire,retired
JAZZ STEED(C406),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C406,AUS,6,Bay,Gelding,ISG,"$647,750 ","$3,660,265 ",3-5-3-30,1,Hong Kong(26/11/2021),C Fownes,Bravo Syndicate,62,57,Exceed And Excel,Emotional Circus,Elusive Quality,FALSE
WHAT A LEGEND(C004),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C004,AUS,7,Brown,Gelding,PPG,"$119,600 ","$2,731,180 ",3-2-3-30,2,Hong Kong(13/10/2021),K H Ting,Racing Guru Syndicate,55,60,Duporth,What An Impact,More Than Ready,FALSE
BEAUTY AMIGO(C124),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C124,IRE,6,Bay,Gelding,PP,"$62,400 ","$2,212,650 ",2-1-0-28,1,Hong Kong(05/02/2021),K L Man,Beauty Team Syndicate,51,58,Kodiac,Hurricane Emma,Mr Greeley,FALSE
YOUNG PASSION(D380),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D380,GB,4,Chestnut,Gelding,PP,$0 ,$0 ,0-0-0-6,0,Conghua(07/10/2021),D J Hall,HKJC Racing Club Limited,60,62,Garswood,Regal Riband,Fantastic Light,FALSE
PIANO SOLO(E044),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E044,FR,-1,Bay,Gelding,PP,,"$820,300 ",1-0-1-12,-1,,,Huang Junming,61,-1,Planteur,Pianiste,Anabaa,TRUE
PRINCE OF BON BON(D383),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D383,SAF,6,Brown,Gelding,PP,$0 ,$0 ,0-0-0-13,0,Hong Kong(19/11/2021),Y S Tsui,George Hing Chang,41,44,Querari,La Garita,Lateral,FALSE
IGNITING(D481),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D481,AUS,5,Chestnut,Gelding,PP,"$144,000 ","$3,326,000 ",2-2-2-15,2,Conghua(02/12/2021),K W Lui,Clement Ma Kang Ching & David Ma Yeuk Lai,79,85,Starspangledbanner,Sell In May,Starcraft,FALSE
WIND N GRASS(D197),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D197,IRE,5,Brown,Gelding,PP,$0 ,"$4,817,625 ",3-2-5-29,0,Hong Kong(08/10/2021),C W Chang,The Hon & Mrs Kenneth Lau Ip Keung,86,86,Lawman,Roystonea,Polish Precedent,FALSE
STANLEY PARK(C446),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C446,AUS,-1,Chestnut,Gelding,PP,,"$2,029,000 ",1-1-3-22,-1,,,"Clement Ma Kang Ching, Josiah Ma Pok Man & David Ma Yeuk Lai",70,-1,Duke Of Marmalade,Walk In The Park,Thorn Park,TRUE
FALCON TURBO(B164),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B164,AUS,7,Bay,Gelding,PP,"$265,200 ","$4,750,835 ",3-6-3-42,1,Hong Kong(01/12/2021),D J Whyte,"Sammy Ma Hon Kit, Chan Sin Shui & Johnny Chang Tak Cheung",57,57,Nicconi,Queen Of The Falls,General Nediym,FALSE
CLASSIC POSH(C327),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C327,AUS,6,Bay,Gelding,PP,"$1,256,000 ","$4,535,750 ",4-3-4-28,1,Hong Kong(19/05/2021),D J Hall,Shirley Tsang Huang Yang,77,69,Testa Rossa,Makaha,Seasoned Star,FALSE
DIVINE REGULUS(D475),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D475,AUS,5,Bay,Gelding,PP,$0 ,"$87,500 ",0-0-0-10,0,Conghua(02/12/2021),W Y So,Wong Kwong Miu,50,50,Deep Field,Mrs Boxall,Fastnet Rock,FALSE
LUCKY QUALITY(D050),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D050,AUS,5,Bay,Gelding,PPG,$0 ,"$2,656,495 ",2-3-6-25,2,Hong Kong(17/11/2021),C Fownes,Leung Kai Fai,59,64,Medaglia d'Oro,Watchful Eyes,Street Sense,FALSE
CHEERFUL LEADER(C394),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C394,AUS,6,Bay,Gelding,PPG,$0 ,"$2,119,360 ",1-2-6-24,1,Conghua(30/11/2021),P F Yiu,Fortune Stallion Syndicate,46,54,Helmet,Boracay,Red Ransom,FALSE
BABY(C271),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C271,AUS,6,Bay,Gelding,PP,$0 ,"$2,734,500 ",3-0-0-26,1,Conghua(30/11/2021),K H Ting,Hong Kong Young Owner Racing Syndicate,60,67,Medaglia d'Oro,Don't Blink,Redoute's Choice,FALSE
SIMPLY FLUKE(C352),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C352,NZ,7,Bay,Gelding,PPG,"$149,150 ","$5,114,255 ",5-4-4-30,1,Conghua(23/11/2021),D J Whyte,Horace Cheng Lung Don,75,76,Keeper,Heartache,Casual Lies,FALSE
HARRIER JET(T372),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2014_T372,AUS,10,Brown,Gelding,PP,$0 ,"$7,947,435 ",5-8-11-77,2,Hong Kong(15/04/2019),P O'Sullivan,Wei Yu & Liu He,59,64,Dane Shadow,Borobodur,Strategic,FALSE
FLASHCARD(D264),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D264,IRE,-1,Chestnut,Gelding,PP,,$0 ,0-0-0-9,-1,,,Eugene Chuang Yue Chien,56,-1,Fast Company,Portico,Pivotal,TRUE
RESOLUTE(D243),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D243,NZ,5,Brown,Gelding,PPG,"$1,130,400 ","$4,143,330 ",4-2-4-21,2,Hong Kong(21/10/2019),A T Millard,Winful Racing Syndicate,77,72,Per Incanto,Trigon Lass,Centaine,FALSE
HAPPY TANGO(D075),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D075,AUS,6,Bay,Gelding,PPG,"$494,000 ","$2,664,810 ",2-5-2-26,2,Hong Kong(26/11/2021),Y S Tsui,Chan Chi Sun,57,55,Eavesdropper,Red Dawn,Western Red,FALSE
THOU SHALL SING(B047),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B047,NZ,-1,Bay,Gelding,PPG,,"$3,337,720 ",4-2-4-34,-1,,,Eclat Syndicate,50,-1,Your Song,Shalt Not,St Covet,TRUE
LUMEN BABA(D322),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D322,IRE,4,Bay,Gelding,PP,"$36,400 ","$96,400 ",0-0-0-12,2,Hong Kong(29/10/2021),D J Whyte,Antonio Chan Hang Tat & Eva Chan Jiao Ting,40,49,Zoffany,Be My Queen,Sadler's Wells,FALSE
SEA MONARCH(D063),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D063,IRE,4,Bay,Gelding,PPG,$0 ,"$183,750 ",0-0-1-11,1,Hong Kong(04/08/2021),W Y So,Leung Chiu Hung,23,25,Dandy Man,Cucuma,Invincible Spirit,FALSE
AMAZING KNIGHT(D266),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D266,IRE,4,Bay,Gelding,PP,"$109,200 ","$364,200 ",0-1-0-17,1,Hong Kong(01/12/2021),C H Yip,Yau Tak King Syndicate,36,40,Starspangledbanner,Three Decades,Invincible Spirit,FALSE
UNTOLD RICHES(D414),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D414,NZ,5,Bay,Gelding,PPG,$0 ,"$115,000 ",0-0-1-3,0,Hong Kong(13/03/2020),K H Ting,The Joy of Giving Syndicate,50,50,Swiss Ace,Bannisters,Redoute's Choice,FALSE
FA FA(E106),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E106,NZ,4,Brown,Gelding,PPG,"$2,684,700 ","$4,044,700 ",5-1-0-9,1,Hong Kong(03/12/2021),F C Lor,Liu Ling Yi,81,63,He's Remarkable,Calypso Miss,Elnadim,FALSE
H Z TOURBILLON(E149),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E149,AUS,4,Bay,Gelding,PPG,$0 ,"$1,072,500 ",1-1-1-4,0,Hong Kong(10/11/2021),C S Shum,"Shum Mak Ling, Ma Ren De, Jimmy Tang & Pin Yik Ping",62,62,Eurozone,Teralani,Danehill Dancer,FALSE
CALIFORNIA GUNGHO(B204),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B204,FR,-1,Brown,Gelding,PP,,"$2,974,390 ",2-3-3-34,-1,,,Chester Liang Jun Yu,56,-1,Shakespearean,Less Crazy,Le Fou,TRUE
HEY PAL(D294),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D294,NZ,-1,Chestnut,Gelding,PPG,,"$115,000 ",0-0-1-7,-1,,,"Kwong Yau Shing, Tung Chi Ho & Albert Chan Koon Sang",40,-1,Iffraaj,Silky Oak,Green Desert,TRUE
HARD PROMISE(A373),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A373,AUS,-1,Bay,Gelding,PP,,"$2,494,285 ",2-3-2-38,-1,,,Ying Kee Club Syndicate,50,-1,Hard Spun,Perfect Promise,Caesour,TRUE
PANFIELD(E052),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E052,CHI,5,Bay,Horse,PP,"$2,707,500 ","$15,033,000 ",3-0-1-9,1,Hong Kong(23/07/2020),A T Millard,Yue Yun Hing,119,115,Lookin At Lucky,Esterina II,Orpen,FALSE
FLYING QUEST(A071),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A071,NZ,9,Bay,Gelding,PP,"$474,000 ","$9,367,570 ",7-4-5-55,1,Hong Kong(17/09/2021),D J Hall,Raymond Tsang Heung Tak & Kenneth Tsang Heung Kan,87,86,Alamosa,Enchant,Pentire,FALSE
RELIABLE TEAM(C345),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C345,NZ,6,Grey,Gelding,PPG,"$3,133,000 ","$12,765,800 ",7-3-5-28,2,Hong Kong(03/11/2021),F C Lor,Nova Stella Syndicate,115,103,Reliable Man,Stella Doro,Faltaat,FALSE
TIANCHI MONSTER(B350),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B350,NZ,7,Brown,Gelding,PP,"$1,515,050 ","$7,993,350 ",5-5-4-44,2,Hong Kong(21/07/2021),W Y So,Wong Cho Bau,80,72,Shocking,Princess Biscotte,Casino Prince,FALSE
CHARITY GO(B478),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B478,IRE,6,Chestnut,Gelding,PP,$0 ,"$4,532,000 ",2-4-4-33,1,Hong Kong(15/01/2021),C S Shum,Ng Sun Wah & Chan Wo Ping,79,83,Harbour Watch,Princess Mood,Muhtarram,FALSE
GOLDEN SPECTRUM(D188),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D188,GB,5,Bay,Gelding,PP,$0 ,"$1,645,750 ",1-0-4-21,1,Conghua(23/11/2021),A S Cruz,Betty Wong & Dr Johnny Hon,64,71,Dutch Art,Lady Darshaan,High Chaparral,FALSE
BUTTERFIELD(C462),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C462,BRZ,6,Chestnut,Gelding,PP,"$362,250 ","$9,553,250 ",3-4-1-27,2,Hong Kong(08/05/2019),C S Shum,Yue Yun Hing,106,107,Setembro Chove,Londrinita,Fahim,FALSE
GLORIOUS ARTIST(B210),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B210,IRE,-1,Bay,Gelding,PP,,"$10,499,650 ",7-2-5-35,-1,,,Tam Ping Chi,100,-1,Zoffany,Queenie Keen,Refuse To Bend,TRUE
ASSIMILATE(C160),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C160,AUS,-1,Chestnut,Gelding,PP,,"$4,541,600 ",3-3-2-29,-1,,,Ian Cheng Ka Ho,85,-1,Sebring,Jester's Girl,Commands,TRUE
WAIKUKU(C150),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C150,IRE,6,Bay,Gelding,PP,"$1,045,000 ","$36,967,450 ",7-5-2-21,1,Hong Kong(06/08/2021),J Size,Jocelyn Siu Yang Hin Ting,125,125,Harbour Watch,London Plane,Danehill Dancer,FALSE
SOUTHERN LEGEND(A252),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A252,AUS,-1,Bay,Gelding,PP,,"$59,179,883 ",9-8-8-47,-1,,,Boniface Ho Ka Kui,123,-1,Not A Single Doubt,Donna's Appeal,Carnegie,TRUE
MIGHTY GIANT(C470),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C470,NZ,6,Chestnut,Gelding,PPG,$0 ,"$10,526,360 ",7-2-2-18,0,Conghua(07/10/2021),P F Yiu,Mr & Mrs Li Ming On,120,120,Power,Wanderov,Ustinov,FALSE
MORE THAN THIS(C199),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C199,GB,5,Bay,Gelding,PP,"$285,000 ","$17,803,600 ",4-3-3-19,1,Hong Kong(13/10/2018),C S Shum,Huang Kai Wen,121,122,Dutch Art,Striving,Danehill Dancer,FALSE
KA YING STAR(C198),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C198,GB,6,Bay,Gelding,PP,"$2,025,250 ","$22,958,125 ",4-9-5-32,2,Hong Kong(03/11/2021),A S Cruz,Leung Shek Kong,125,125,Cityscape,Casual Glance,Sinndar,FALSE
NOT USUAL TALENT(C095),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C095,NZ,7,Bay,Gelding,PP,"$333,000 ","$9,076,500 ",4-5-3-32,2,Hong Kong(29/09/2021),T P Yung,Chen Hong Wei,96,102,Zacinto,Compact Pussycat,Al Akbar,FALSE
WISHFUL THINKER(B180),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B180,AUS,8,Bay,Gelding,PP,$0 ,"$17,070,275 ",7-1-7-42,2,Hong Kong(03/07/2021),C H Yip,Ideal Brilliance Syndicate,96,107,I Am Invincible,Zebithea,Barathea,FALSE
BUDDIES(C019),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C019,AUS,6,Brown,Gelding,PPG,"$2,109,000 ","$13,535,400 ",8-4-3-33,2,Conghua(30/11/2021),A S Cruz,Wong Chin Leung,108,103,So You Think,Gladwell,Anabaa,FALSE
CHAMPION'S WAY(C061),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C061,AUS,6,Bay,Gelding,PPG,"$351,500 ","$16,136,500 ",7-4-4-29,2,Hong Kong(27/08/2020),J Size,"Dr & Mrs Arthur Leung, Elaine Leung and Angela Leung",110,113,Hinchinbrook,Greta's Yarn,Redoute's Choice,FALSE
PAKISTAN FRIEND(B370),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B370,AUS,7,Chestnut,Gelding,ISG,"$180,550 ","$4,663,450 ",5-2-3-26,2,Hong Kong(20/10/2021),W Y So,Kerm Din & Kareem Din,61,62,Not A Single Doubt,Heaven Beneath,More Than Ready,FALSE
JOYFUL HEART(C227),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C227,AUS,6,Bay,Gelding,PPG,"$384,800 ","$3,611,725 ",3-4-4-35,2,Hong Kong(03/09/2021),F C Lor,Good Time Syndicate,54,54,Smart Missile,Snowy World,Spinning World,FALSE
FAST PACE(C427),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C427,AUS,6,Bay,Gelding,ISG,"$1,596,400 ","$4,225,765 ",4-3-6-27,3,Hong Kong(15/10/2021),C Fownes,Fong Chi Keung,65,54,Savabeel,Caesour's Promise,Rock Of Gibraltar,FALSE
PLAY WISE(A411),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A411,NZ,-1,Brown,Gelding,PP,,"$3,232,195 ",2-6-5-46,-1,,,Friends of Sea Biscuit Syndicate,47,-1,Alamosa,Grey Swan,Daylami,TRUE
YES WE CAN(C307),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C307,AUS,6,Brown,Gelding,PPG,"$291,200 ","$1,388,325 ",1-3-2-22,2,Hong Kong(20/10/2021),T P Yung,Michael Yeung Wah Keung,43,43,I Am Invincible,Masonette,Grand Lodge,FALSE
BULLETPROOF(D219),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D219,NZ,5,Chestnut,Gelding,PPG,"$62,400 ","$1,625,305 ",2-0-0-21,1,Hong Kong(03/12/2021),P F Yiu,Kams Lam Kam Chin,49,53,Dissident,Tempting Delight,Northern Meteor,FALSE
MORE THAN A HORSE(D141),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D141,AUS,-1,Brown,Gelding,PP,,"$787,500 ",0-1-0-20,-1,,,Barry Lee Wing Tai,46,-1,More Than Ready,Xandretta,Flying Spur,TRUE
EXALTATION(C370),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C370,IRE,5,Bay,Gelding,PP,"$27,300 ","$865,415 ",0-3-0-30,1,Hong Kong(26/11/2021),A S Cruz,Michele Monique Reis,31,33,Elzaam,Kolkata,Rainbow Quest,FALSE
EZRA(C056),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C056,SAF,6,Grey,Gelding,PPG,"$821,600 ","$2,879,760 ",2-5-3-28,1,Hong Kong(21/07/2018),A T Millard,William Elkin Mocatta,59,52,Oratorio,Emerald Beauty,Equalize,FALSE
AMAZING LUCK(B401),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B401,AUS,-1,Brown,Gelding,PP,,"$1,235,845 ",1-0-4-32,-1,,,Yum Sui Sang,25,-1,Sepoy,Mabsam,Stratum,TRUE
JIMMU(C266),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C266,GER,6,Grey,Gelding,PP,"$117,000 ","$859,455 ",0-2-4-32,1,Hong Kong(11/06/2021),Y S Tsui,Yu Chu Lam,30,35,Dalakhani,Jambalaya,Samum,FALSE
CABLE SPEED(D459),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D459,IRE,4,Bay,Gelding,PP,$0 ,$0 ,0-0-0-7,0,Conghua(07/10/2021),T P Yung,Cow Cow Syndicate,49,49,Cable Bay,Hear My Cry,Giant's Causeway,FALSE
STAR OF RED(D194),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D194,GB,4,Brown,Gelding,PPG,$0 ,$0 ,0-0-0-8,0,Conghua(28/09/2021),T P Yung,Joy Luck Syndicate,34,36,Poet's Voice,Songseeker,Oasis Dream,FALSE
MCMUNIGAL(B335),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B335,IRE,-1,Bay,Gelding,PP,,"$1,625,800 ",3-0-2-29,-1,,,"William Tsang, Tony Tong Nai Kan, Yu Yin Wai & Shirley Tsang Huang Yang",43,-1,Epaulette,Picture Of Lily,Medicean,TRUE
VUKAN(E095),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E095,NZ,5,Bay,Gelding,PPG,$0 ,"$835,000 ",1-0-2-9,2,Hong Kong(31/07/2020),P O'Sullivan,"Leung Moon Chuen, Edmond Leung Wai Choi & George Leung Wai Ki",50,54,Sacred Falls,Mill Duckie,Magic Ring,FALSE
CHARITY GRACE(E090),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E090,NZ,5,Chestnut,Gelding,PPG,"$54,950 ","$1,669,950 ",2-2-0-8,0,Hong Kong(31/07/2020),C S Shum,Chan Wo Ping & Ng Wing Shuen,66,66,Per Incanto,Kalamanda,Singspiel,FALSE
BREEZE OF SPRING(C309),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C309,NZ,6,Brown,Gelding,PPG,"$520,000 ","$2,957,640 ",2-5-4-32,2,Hong Kong(03/11/2021),C Fownes,Mr & Mrs Edward Hung and Doris Hung,48,47,Pins,Genius,Savabeel,FALSE
UNICORNBABY(C203),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C203,IRE,6,Chestnut,Gelding,PP,$0 ,"$1,516,190 ",2-1-1-27,2,Hong Kong(13/10/2018),R Gibson,Ngai Wing Yin,57,60,Dragon Pulse,Clenaghcastle Lady,Acclamation,FALSE
OSCAR GLORY(E109),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E109,NZ,4,Brown,Gelding,PPG,"$410,800 ","$1,225,800 ",1-1-2-10,2,Hong Kong(22/01/2021),F C Lor,Abacus Syndicate,60,58,Per Incanto,Centree,Centaine,FALSE
MASTER HERO(D501),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D501,NZ,5,Bay,Gelding,ISG,"$2,135,200 ","$3,800,200 ",3-4-3-14,1,Hong Kong(04/07/2020),A S Cruz,Seven Heroes Syndicate,75,61,Savabeel,Eudora,Pins,FALSE
SAM'S LOVE(A088),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A088,AUS,-1,Bay,Gelding,PPG,,"$3,346,040 ",2-6-5-45,-1,,,Samuel Choi Lin Hung,39,-1,Smart Missile,Dashie Diva,Dash For Cash,TRUE
CHARGE ON(D162),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D162,NZ,5,Bay,Gelding,PPG,$0 ,"$1,779,210 ",2-2-0-15,1,Conghua(11/11/2021),D J Hall,Tam Man Wai & Wilson Tam Man Shu,57,61,Rios,A Tad Black,Istidaad,FALSE
RUN DES RUN(E179),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E179,AUS,5,Bay,Gelding,PPG,$0 ,"$26,250 ",0-0-0-11,0,Conghua(08/07/2021),T P Yung,Kathy Ma So Lan,27,27,Deep Field,Rose Ransom,Red Ransom,FALSE
SMART CHARADE(A314),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A314,IRE,7,Bay,Gelding,ISG,$0 ,"$2,892,940 ",2-3-3-43,0,Hong Kong(03/12/2021),W Y So,Toru Okawa,34,34,Fastnet Rock,Aniarnota,Dalakhani,FALSE
STEEL WIN(E111),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E111,AUS,4,Bay,Gelding,PPG,"$655,200 ","$1,320,200 ",2-0-0-10,1,Hong Kong(11/08/2020),C W Chang,Jimmy Tang Kwok Leung,53,48,Press Statement,Lago Joy,Encosta de Lago,FALSE
BRILLIANT CHINA(D486),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D486,AUS,4,Brown,Gelding,PPG,$0 ,"$430,000 ",0-1-1-12,1,Hong Kong(09/12/2020),T P Yung,Mr & Mrs Jimmy Tang,38,43,Hinchinbrook,Classic Guitar,Lonhro,FALSE
ORIENTAL AMIGO(D232),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D232,AUS,6,Chestnut,Gelding,PP,$0 ,"$95,000 ",0-0-0-17,1,Conghua(09/11/2021),Y S Tsui,Pui Kwan Kay,37,42,More Than Ready,Gamble Me,Rock Of Gibraltar,FALSE
CASA KINGDOM(E148),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E148,AUS,4,Bay,Gelding,PPG,"$46,800 ","$81,800 ",0-0-0-9,2,Hong Kong(27/10/2021),D A Hayes,Wu Wei Lam,38,40,Dundeel,Starzel,Snitzel,FALSE
MAN STAR(D429),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D429,AUS,5,Chestnut,Gelding,PP,"$360,000 ","$3,277,500 ",3-0-2-14,2,Hong Kong(03/11/2021),K H Ting,Ma Hing Man,83,84,Shooting To Win,Across The Moon,Stratum,FALSE
LUCKY FUN(E013),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E013,NZ,5,Bay,Gelding,PPG,"$345,400 ","$3,102,900 ",3-4-0-9,0,Hong Kong(08/07/2020),L Ho,Ngan Pui Ying & Ngan Ng Yu Ying,79,77,Proisir,Emerged,Bachelor Duke,FALSE
MEGA HEART(A148),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A148,AUS,9,Bay,Gelding,PP,"$361,100 ","$6,129,800 ",4-4-7-46,1,Hong Kong(21/10/2016),C W Chang,Mok Kam Hung & Michael Mok Kwan Yuen,63,68,Foreplay,The Baroness,Viscount,FALSE
FLYING BONUS(B433),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B433,AUS,7,Bay,Gelding,PP,"$894,900 ","$4,764,540 ",4-1-5-37,2,Conghua(25/11/2021),C H Yip,Mr & Mrs Edward Chan Chi Keung and Matthew Chan Chin Wah,80,74,Snitzel,Sabanci,Encosta de Lago,FALSE
ALL FOR SOUTH(D395),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D395,AUS,-1,Chestnut,Gelding,PP,,"$1,177,500 ",1-0-0-11,-1,,,Friends of Southern District Syndicate,70,-1,Toronado,Push And Shove,Not A Single Doubt,TRUE
SUPER ALLIANCES(C472),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C472,NZ,-1,Bay,Gelding,PPG,,"$3,162,480 ",3-4-2-25,-1,,,Go Global Syndicate,56,-1,Zacinto,Footsie,Gallant Guru,TRUE
FABULOUS EIGHT(B473),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B473,AUS,6,Bay,Gelding,PPG,"$457,600 ","$3,408,915 ",2-7-3-23,0,Hong Kong(25/08/2021),P F Yiu,UNO Eight Syndicate,59,58,Dream Ahead,Coco Kerringle,Exceed And Excel,FALSE
MING WARRIOR(E128),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2020_E128,IRE,4,Bay,Gelding,PP,"$36,400 ","$96,400 ",0-0-0-11,1,Hong Kong(22/08/2020),D E Ferraris,Florence Chan Yee Chun,46,52,No Nay Never,Terracotta,Fastnet Rock,FALSE
